order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
25420,2931,2026-06-30,450,6,12.44,74.64,Completed,2026-07-02
25421,4976,2021-08-06,483,4,251.76,1007.04,Completed,2021-08-08
25422,5955,2025-11-11,285,5,176.20,881.00,Completed,2025-11-14
25423,2499,2024-05-06,42,6,195.95,1175.70,Completed,2024-05-06
25424,8079,2025-02-15,164,6,161.27,967.62,Completed,2025-02-19
25425,2206,2023-04-15,190,6,245.65,1473.90,Completed,2023-04-15
25426,1259,2026-05-03,422,1,220.18,220.18,Completed,2026-05-03
25427,5142,2022-12-17,391,4,416.75,1667.00,Completed,2022-12-20
25428,2780,2023-08-20,15,4,417.04,1668.16,Pending,
25429,4382,2026-06-03,191,1,216.75,216.75,Pending,
25430,6468,2025-02-09,406,3,40.26,120.78,Completed,2025-02-10
25431,5719,2023-08-23,302,4,30.46,121.84,Cancelled,
25432,5955,2026-07-17,160,5,123.82,619.10,Pending,
25433,6889,2025-09-01,194,5,147.13,735.65,Completed,2025-09-03
25434,6521,2026-02-22,306,6,361.48,2168.88,Completed,2026-02-24
25435,1015,2025-12-21,359,3,245.08,735.24,Completed,2025-12-21
25436,2684,2022-05-07,383,5,310.90,1554.50,Completed,2022-05-10
25437,7293,2023-04-25,204,4,270.67,1082.68,Completed,2023-04-25
25438,2234,2023-05-10,404,6,97.91,587.46,Completed,2023-05-10
25439,4658,2025-03-30,480,2,293.28,586.56,Completed,2025-03-31
25440,4998,2026-02-06,53,6,190.47,1142.82,Pending,
25441,5559,2026-07-10,279,4,225.99,903.96,Completed,2026-07-12
25442,3665,2025-02-26,69,3,257.17,771.51,Completed,2025-02-27
25443,9149,2026-03-26,259,1,231.68,231.68,Completed,2026-03-27
25444,5509,2026-08-02,32,5,265.17,1325.85,Pending,
25445,3658,2026-02-05,207,4,147.67,590.68,Completed,2026-02-06
25446,987,2022-01-22,231,8,311.81,2494.48,Completed,2022-01-23
25447,799,2026-04-29,312,3,382.20,1146.60,Completed,2026-04-30
25448,6045,2024-10-26,342,1,265.19,265.19,Completed,2024-10-28
25449,2210,2026-01-27,493,3,177.80,533.40,Completed,2026-01-31
25450,9248,2024-01-09,49,4,394.08,1576.32,Completed,2024-01-11
25451,1092,2026-01-26,93,1,411.79,411.79,Completed,2026-01-27
25452,3225,2026-08-07,402,2,156.70,313.40,Completed,2026-08-07
25453,1927,2025-12-31,410,5,319.93,1599.65,Completed,2026-01-02
25454,3771,2025-03-16,275,2,296.81,593.62,Completed,2025-03-17
25455,9452,2025-09-17,82,6,255.64,1533.84,Completed,2025-09-21
25456,2476,2026-03-31,379,6,365.76,2194.56,Completed,2026-04-01
25457,61,2025-10-25,396,6,324.44,1946.64,Pending,
25458,1653,2024-03-16,77,6,90.60,543.60,Completed,2024-03-16
25459,487,2024-10-11,499,8,317.66,2541.28,Completed,2024-10-11
25460,6864,2024-03-14,182,1,314.97,314.97,Completed,2024-03-15
25461,8118,2024-09-06,201,5,365.88,1829.40,Completed,2024-09-10
25462,9586,2021-07-13,464,6,116.09,696.54,Completed,2021-07-16
25463,5802,2026-05-13,264,5,93.67,468.35,Pending,
25464,7064,2026-08-01,299,2,273.66,547.32,Completed,2026-08-05
25465,1373,2025-01-17,65,1,191.23,191.23,Completed,2025-01-21
25466,8300,2023-07-10,190,2,245.65,491.30,Completed,2023-07-13
25467,7048,2026-01-31,395,4,280.32,1121.28,Completed,2026-02-03
25468,4224,2023-07-28,81,6,182.83,1096.98,Completed,2023-07-28
25469,6293,2026-05-30,441,5,263.49,1317.45,Completed,2026-05-31
25470,4139,2020-10-08,9,2,271.32,542.64,Completed,2020-10-12
25471,1985,2024-01-24,15,2,417.04,834.08,Pending,
25472,4636,2021-04-16,159,1,41.51,41.51,Completed,2021-04-17
25473,1135,2024-06-03,63,8,359.05,2872.40,Completed,2024-06-06
25474,8773,2025-03-24,461,2,75.89,151.78,Cancelled,
25475,5849,2022-07-05,6,6,85.11,510.66,Completed,2022-07-05
25476,2884,2025-05-13,352,6,84.65,507.90,Completed,2025-05-14
25477,4593,2023-07-11,307,4,326.37,1305.48,Completed,2023-07-11
25478,1661,2024-10-30,111,1,65.39,65.39,Completed,2024-11-01
25479,8637,2026-03-12,40,6,127.80,766.80,Completed,2026-03-12
25480,7411,2026-08-12,234,2,280.83,561.66,Completed,2026-08-12
25481,8545,2026-03-26,81,5,182.83,914.15,Completed,2026-03-26
25482,8812,2023-02-22,460,4,117.06,468.24,Completed,2023-02-26
25483,272,2025-04-27,380,2,217.99,435.98,Completed,2025-04-28
25484,656,2025-07-26,91,2,110.93,221.86,Completed,2025-07-26
25485,7981,2025-01-29,272,5,11.88,59.40,Completed,2025-02-01
25486,9668,2024-06-02,494,6,380.80,2284.80,Completed,2024-06-05
25487,4832,2024-11-16,117,3,112.65,337.95,Completed,2024-11-17
25488,8805,2026-05-28,192,3,225.97,677.91,Completed,2026-05-31
25489,9415,2024-05-14,95,4,105.42,421.68,Completed,2024-05-14
25490,8389,2026-07-25,36,4,34.14,136.56,Cancelled,
25491,3539,2026-02-24,133,5,78.68,393.40,Completed,2026-02-25
25492,537,2025-06-11,166,6,392.61,2355.66,Completed,2025-06-11
25493,7738,2023-05-16,280,6,367.10,2202.60,Completed,2023-05-18
25494,7734,2024-08-07,106,2,205.97,411.94,Completed,2024-08-11
25495,3953,2025-08-25,455,3,83.92,251.76,Pending,
25496,3870,2023-10-02,152,6,218.63,1311.78,Pending,
25497,6097,2025-10-25,36,5,34.14,170.70,Completed,2025-10-28
25498,6891,2025-10-14,311,4,175.47,701.88,Cancelled,
25499,1460,2023-07-06,70,5,272.70,1363.50,Completed,2023-07-09
25500,435,2025-08-23,494,2,380.80,761.60,Completed,2025-08-24
25501,5087,2025-12-20,341,5,18.56,92.80,Completed,2025-12-23
25502,8519,2026-06-11,327,1,236.61,236.61,Completed,2026-06-11
25503,9212,2020-11-12,286,1,416.73,416.73,Completed,2020-11-15
25504,5614,2022-05-20,398,5,325.46,1627.30,Completed,2022-05-23
25505,5772,2024-12-20,187,3,388.62,1165.86,Completed,2024-12-21
25506,1121,2026-03-08,487,1,167.95,167.95,Completed,2026-03-09
25507,2630,2023-07-20,163,1,42.97,42.97,Completed,2023-07-24
25508,235,2026-04-26,337,3,395.22,1185.66,Cancelled,
25509,2126,2026-03-26,316,6,224.60,1347.60,Pending,
25510,840,2025-10-15,124,4,108.26,433.04,Completed,2025-10-19
25511,172,2024-07-24,241,2,22.77,45.54,Completed,2024-07-28
25512,6014,2025-11-26,455,3,83.92,251.76,Completed,2025-11-27
25513,4369,2026-01-22,153,5,53.86,269.30,Pending,
25514,7757,2026-01-16,65,5,191.23,956.15,Pending,
25515,4139,2024-04-22,116,4,117.74,470.96,Completed,2024-04-23
25516,2919,2026-04-30,254,1,96.41,96.41,Completed,2026-05-04
25517,2736,2024-11-27,322,5,213.16,1065.80,Pending,
25518,9212,2022-12-07,229,5,143.17,715.85,Completed,2022-12-10
25519,2640,2023-03-29,139,5,177.76,888.80,Completed,2023-03-30
25520,7342,2023-12-28,312,5,382.20,1911.00,Completed,2023-12-28
25521,756,2024-09-29,180,4,17.65,70.60,Cancelled,
25522,2179,2022-11-26,182,1,314.97,314.97,Pending,
25523,9199,2021-04-07,211,1,386.75,386.75,Completed,2021-04-07
25524,888,2024-01-17,472,7,250.69,1754.83,Completed,2024-01-21
25525,1383,2023-11-06,94,8,57.74,461.92,Completed,2023-11-09
25526,8979,2026-06-16,19,1,56.17,56.17,Completed,2026-06-19
25527,5107,2024-06-27,42,3,195.95,587.85,Completed,2024-06-30
25528,7097,2026-02-06,117,5,112.65,563.25,Cancelled,
25529,962,2022-11-29,254,7,96.41,674.87,Cancelled,
25530,8666,2025-07-29,383,1,310.90,310.90,Completed,2025-08-01
25531,6932,2023-04-04,126,2,179.66,359.32,Completed,2023-04-06
25532,3990,2025-03-12,157,2,413.98,827.96,Cancelled,
25533,3854,2025-11-14,65,1,191.23,191.23,Completed,2025-11-18
25534,6145,2026-05-05,457,4,150.00,600.00,Completed,2026-05-06
25535,1456,2024-12-20,172,5,55.64,278.20,Completed,2024-12-22
25536,7363,2024-09-11,320,2,66.15,132.30,Completed,2024-09-14
25537,5874,2026-04-17,101,4,264.56,1058.24,Pending,
25538,4351,2026-07-02,424,2,83.16,166.32,Completed,2026-07-02
25539,5501,2025-10-20,282,5,144.54,722.70,Completed,2025-10-23
25540,5510,2026-04-26,193,6,395.29,2371.74,Completed,2026-04-28
25541,6522,2024-12-27,48,6,306.67,1840.02,Completed,2024-12-28
25542,8904,2026-07-27,362,6,36.89,221.34,Cancelled,
25543,2001,2024-07-05,65,4,191.23,764.92,Completed,2024-07-08
25544,7540,2024-12-11,177,4,318.36,1273.44,Completed,2024-12-11
25545,7929,2026-05-21,70,6,272.70,1636.20,Completed,2026-05-24
25546,3523,2026-05-23,219,4,36.28,145.12,Completed,2026-05-23
25547,6760,2025-09-28,286,1,416.73,416.73,Completed,2025-09-30
25548,3737,2026-04-20,66,4,295.04,1180.16,Completed,2026-04-24
25549,7976,2026-07-17,26,1,160.93,160.93,Pending,
25550,5028,2024-11-29,335,2,81.80,163.60,Completed,2024-11-30
25551,714,2024-11-16,422,3,220.18,660.54,Completed,2024-11-20
25552,4817,2025-06-14,7,2,123.13,246.26,Completed,2025-06-17
25553,8522,2026-01-12,323,2,64.41,128.82,Completed,2026-01-12
25554,8654,2022-04-07,148,2,279.03,558.06,Completed,2022-04-07
25555,5202,2025-12-07,268,5,412.49,2062.45,Cancelled,
25556,296,2024-06-26,19,6,56.17,337.02,Completed,2024-06-29
25557,5615,2024-06-21,68,6,171.46,1028.76,Pending,
25558,6053,2025-10-12,136,4,186.74,746.96,Completed,2025-10-15
25559,3832,2026-06-04,142,6,33.51,201.06,Completed,2026-06-06
25560,728,2024-08-19,121,3,261.11,783.33,Pending,
25561,7800,2023-12-15,478,6,356.79,2140.74,Pending,
25562,3791,2025-09-08,134,3,401.33,1203.99,Completed,2025-09-08
25563,3335,2022-05-23,316,2,224.60,449.20,Completed,2022-05-23
25564,9091,2025-07-23,208,2,25.37,50.74,Completed,2025-07-25
25565,2429,2025-02-05,447,6,330.85,1985.10,Completed,2025-02-06
25566,3957,2025-07-16,285,5,176.20,881.00,Completed,2025-07-17
25567,998,2025-12-25,6,8,85.11,680.88,Completed,2025-12-26
25568,2364,2023-11-25,115,1,19.04,19.04,Completed,2023-11-28
25569,8686,2024-01-30,386,4,413.82,1655.28,Completed,2024-02-02
25570,8708,2020-11-05,328,5,70.33,351.65,Completed,2020-11-06
25571,3799,2026-04-28,495,4,21.50,86.00,Completed,2026-04-28
25572,1673,2026-06-12,127,5,76.55,382.75,Completed,2026-06-12
25573,812,2024-02-11,237,6,54.33,325.98,Completed,2024-02-12
25574,9285,2024-05-26,493,3,177.80,533.40,Completed,2024-05-29
25575,2899,2025-10-06,344,5,206.92,1034.60,Pending,
25576,2462,2025-04-19,58,3,128.20,384.60,Completed,2025-04-20
25577,895,2026-03-29,6,6,85.11,510.66,Cancelled,
25578,2567,2025-08-22,280,4,367.10,1468.40,Cancelled,
25579,1073,2021-10-14,148,3,279.03,837.09,Completed,2021-10-16
25580,5066,2026-04-21,452,4,137.18,548.72,Completed,2026-04-23
25581,1049,2026-05-26,57,5,370.04,1850.20,Completed,2026-05-26
25582,9659,2026-07-06,144,2,373.58,747.16,Completed,2026-07-08
25583,8987,2025-05-15,30,6,147.45,884.70,Completed,2025-05-15
25584,2992,2022-05-28,187,3,388.62,1165.86,Completed,2022-05-28
25585,7265,2021-04-21,427,3,363.79,1091.37,Pending,
25586,6925,2026-07-17,205,1,346.62,346.62,Completed,2026-07-17
25587,7941,2025-10-16,493,2,177.80,355.60,Completed,2025-10-16
25588,5023,2024-08-02,279,2,225.99,451.98,Completed,2024-08-06
25589,4288,2022-05-05,203,3,383.69,1151.07,Completed,2022-05-05
25590,5898,2024-12-14,17,4,187.22,748.88,Completed,2024-12-17
25591,4380,2026-03-04,415,3,291.70,875.10,Completed,2026-03-06
25592,1620,2026-03-04,51,3,125.77,377.31,Completed,2026-03-05
25593,2564,2024-04-15,479,3,39.99,119.97,Completed,2024-04-15
25594,8943,2021-12-08,369,4,228.91,915.64,Completed,2021-12-08
25595,8190,2021-09-14,494,3,380.80,1142.40,Completed,2021-09-15
25596,968,2026-08-14,473,1,273.18,273.18,Completed,2026-08-14
25597,1886,2025-11-03,52,3,179.77,539.31,Completed,2025-11-07
25598,7411,2026-06-15,77,5,90.60,453.00,Completed,2026-06-15
25599,7500,2023-08-15,227,3,275.86,827.58,Completed,2023-08-19
25600,7802,2024-08-20,499,1,317.66,317.66,Completed,2024-08-24
25601,779,2026-05-23,378,3,9.87,29.61,Completed,2026-05-26
25602,1028,2023-12-01,261,7,200.27,1401.89,Completed,2023-12-04
25603,1389,2026-06-20,180,7,17.65,123.55,Completed,2026-06-22
25604,1156,2025-04-05,445,6,94.42,566.52,Completed,2025-04-07
25605,2615,2026-06-06,166,1,392.61,392.61,Completed,2026-06-07
25606,6195,2023-06-12,46,3,71.59,214.77,Completed,2023-06-16
25607,6817,2024-04-17,139,4,177.76,711.04,Completed,2024-04-18
25608,9217,2025-12-31,10,6,220.29,1321.74,Completed,2026-01-02
25609,4088,2026-04-16,97,1,291.50,291.50,Completed,2026-04-16
25610,3317,2026-02-10,450,1,12.44,12.44,Completed,2026-02-13
25611,7657,2026-07-08,89,3,130.61,391.83,Pending,
25612,6268,2025-11-23,49,5,394.08,1970.40,Completed,2025-11-25
25613,2038,2026-07-06,69,6,257.17,1543.02,Pending,
25614,7460,2026-05-24,24,4,286.13,1144.52,Completed,2026-05-25
25615,2006,2025-06-02,460,1,117.06,117.06,Completed,2025-06-05
25616,3829,2024-07-27,252,1,351.13,351.13,Cancelled,
25617,7661,2024-09-12,202,6,315.15,1890.90,Completed,2024-09-14
25618,6032,2020-12-18,90,5,238.36,1191.80,Completed,2020-12-19
25619,2959,2026-06-13,99,4,196.32,785.28,Completed,2026-06-16
25620,4551,2025-02-03,492,5,229.65,1148.25,Cancelled,
25621,389,2024-05-10,177,6,318.36,1910.16,Completed,2024-05-10
25622,5954,2023-12-14,116,2,117.74,235.48,Completed,2023-12-15
25623,1323,2021-05-06,299,5,273.66,1368.30,Completed,2021-05-08
25624,4598,2025-10-20,385,6,419.41,2516.46,Completed,2025-10-20
25625,4766,2025-11-30,244,3,306.87,920.61,Completed,2025-12-02
25626,256,2025-04-06,224,3,189.67,569.01,Cancelled,
25627,6496,2025-03-02,95,3,105.42,316.26,Completed,2025-03-05
25628,16,2024-04-11,127,6,76.55,459.30,Completed,2024-04-13
25629,9076,2024-04-17,267,1,216.13,216.13,Completed,2024-04-18
25630,1084,2026-06-26,27,7,131.08,917.56,Completed,2026-06-29
25631,430,2026-03-04,220,5,110.98,554.90,Completed,2026-03-08
25632,1610,2025-01-11,33,1,27.50,27.50,Completed,2025-01-11
25633,9085,2024-04-29,36,3,34.14,102.42,Completed,2024-05-01
25634,6877,2023-05-20,314,5,95.59,477.95,Completed,2023-05-24
25635,169,2021-02-18,237,7,54.33,380.31,Completed,2021-02-18
25636,6073,2025-08-20,127,5,76.55,382.75,Completed,2025-08-21
25637,8290,2024-11-06,233,1,16.51,16.51,Completed,2024-11-08
25638,7083,2024-11-22,252,5,351.13,1755.65,Completed,2024-11-25
25639,7772,2024-04-14,264,2,93.67,187.34,Completed,2024-04-15
25640,1633,2024-02-07,67,5,405.49,2027.45,Pending,
25641,2540,2025-06-08,171,4,70.81,283.24,Completed,2025-06-12
25642,5790,2023-06-08,402,3,156.70,470.10,Completed,2023-06-08
25643,4171,2022-10-27,479,4,39.99,159.96,Completed,2022-10-28
25644,550,2025-06-19,125,7,268.24,1877.68,Completed,2025-06-21
25645,2726,2024-10-23,381,6,6.69,40.14,Completed,2024-10-26
25646,3577,2023-08-27,259,6,231.68,1390.08,Completed,2023-08-27
25647,5950,2026-04-30,55,1,364.83,364.83,Completed,2026-05-02
25648,3867,2022-12-17,176,1,31.80,31.80,Completed,2022-12-21
25649,2774,2026-04-24,180,5,17.65,88.25,Completed,2026-04-24
25650,6402,2025-04-22,103,3,259.54,778.62,Completed,2025-04-25
25651,575,2023-05-04,463,8,79.17,633.36,Completed,2023-05-05
25652,6994,2022-09-09,118,3,49.17,147.51,Completed,2022-09-13
25653,1998,2024-04-26,146,5,419.65,2098.25,Completed,2024-04-28
25654,5258,2022-12-27,134,6,401.33,2407.98,Completed,2022-12-27
25655,4574,2023-12-24,402,4,156.70,626.80,Pending,
25656,3416,2023-12-28,122,1,74.12,74.12,Completed,2023-12-28
25657,1617,2025-10-18,110,1,333.63,333.63,Completed,2025-10-19
25658,7209,2021-02-01,277,6,58.96,353.76,Completed,2021-02-01
25659,8835,2025-06-18,391,3,416.75,1250.25,Completed,2025-06-22
25660,4013,2024-01-23,468,4,291.58,1166.32,Completed,2024-01-26
25661,8066,2026-05-18,460,6,117.06,702.36,Completed,2026-05-21
25662,1393,2026-04-10,54,4,313.79,1255.16,Completed,2026-04-12
25663,1795,2026-01-03,336,3,355.83,1067.49,Cancelled,
25664,7207,2026-07-16,449,2,133.61,267.22,Pending,
25665,9194,2022-03-12,289,5,85.66,428.30,Cancelled,
25666,7528,2023-11-13,195,1,217.28,217.28,Completed,2023-11-13
25667,6714,2025-10-09,89,2,130.61,261.22,Completed,2025-10-12
25668,5087,2026-05-22,125,3,268.24,804.72,Completed,2026-05-26
25669,3285,2026-07-17,221,2,411.23,822.46,Completed,2026-07-17
25670,4537,2024-06-12,191,2,216.75,433.50,Completed,2024-06-16
25671,6816,2025-05-25,12,5,320.36,1601.80,Completed,2025-05-29
25672,7308,2025-01-24,383,6,310.90,1865.40,Completed,2025-01-27
25673,3067,2022-03-09,130,5,270.01,1350.05,Completed,2022-03-11
25674,498,2025-05-30,442,7,206.88,1448.16,Completed,2025-05-30
25675,8598,2025-05-12,148,6,279.03,1674.18,Completed,2025-05-13
25676,4254,2024-05-15,298,5,273.82,1369.10,Completed,2024-05-17
25677,8536,2026-08-08,391,6,416.75,2500.50,Pending,
25678,5210,2025-04-06,82,4,255.64,1022.56,Completed,2025-04-07
25679,1412,2026-05-26,354,2,135.27,270.54,Completed,2026-05-30
25680,2672,2025-10-28,442,6,206.88,1241.28,Cancelled,
25681,1890,2026-02-01,315,1,241.13,241.13,Pending,
25682,7962,2025-04-26,144,2,373.58,747.16,Completed,2025-04-28
25683,7048,2025-11-05,382,4,70.09,280.36,Pending,
25684,9595,2026-06-20,235,2,94.27,188.54,Completed,2026-06-24
25685,7512,2026-05-09,220,6,110.98,665.88,Pending,
25686,2698,2024-01-06,184,1,299.67,299.67,Pending,
25687,8432,2026-07-03,322,1,213.16,213.16,Completed,2026-07-06
25688,3987,2025-01-20,429,3,278.42,835.26,Completed,2025-01-22
25689,5019,2024-03-17,133,4,78.68,314.72,Completed,2024-03-19
25690,5134,2025-06-27,217,4,81.29,325.16,Pending,
25691,3557,2024-12-09,14,6,127.14,762.84,Cancelled,
25692,8176,2024-05-02,283,4,348.93,1395.72,Completed,2024-05-03
25693,7897,2023-01-31,447,3,330.85,992.55,Completed,2023-02-03
25694,2519,2022-09-02,243,4,341.41,1365.64,Completed,2022-09-04
25695,5003,2025-11-14,267,2,216.13,432.26,Completed,2025-11-17
25696,8986,2021-04-24,374,2,58.91,117.82,Completed,2021-04-25
25697,4968,2024-11-19,77,4,90.60,362.40,Completed,2024-11-22
25698,1803,2026-03-30,165,3,283.49,850.47,Completed,2026-03-31
25699,7012,2021-12-31,144,4,373.58,1494.32,Completed,2022-01-02
25700,4780,2026-04-20,41,4,166.55,666.20,Pending,
25701,6671,2025-03-26,244,1,306.87,306.87,Cancelled,
25702,7780,2022-03-26,235,2,94.27,188.54,Completed,2022-03-27
25703,9486,2026-01-06,404,5,97.91,489.55,Completed,2026-01-10
25704,8666,2025-01-26,192,5,225.97,1129.85,Pending,
25705,1222,2025-05-07,4,6,218.65,1311.90,Completed,2025-05-11
25706,5911,2026-06-01,338,4,34.01,136.04,Completed,2026-06-02
25707,3244,2025-11-13,403,6,356.00,2136.00,Completed,2025-11-17
25708,2880,2023-10-30,138,5,139.02,695.10,Completed,2023-10-30
25709,3269,2026-04-22,423,3,353.96,1061.88,Completed,2026-04-25
25710,3574,2026-01-22,489,6,267.77,1606.62,Cancelled,
25711,2706,2026-05-27,129,1,399.16,399.16,Pending,
25712,3450,2023-10-12,191,4,216.75,867.00,Pending,
25713,3547,2023-10-10,86,4,378.30,1513.20,Completed,2023-10-10
25714,4436,2026-04-08,274,1,325.63,325.63,Pending,
25715,4024,2023-11-25,138,4,139.02,556.08,Completed,2023-11-27
25716,4351,2026-01-22,74,5,61.16,305.80,Completed,2026-01-24
25717,6618,2025-08-14,248,4,192.52,770.08,Completed,2025-08-14
25718,5066,2026-07-24,21,5,364.85,1824.25,Completed,2026-07-27
25719,9453,2025-06-05,134,2,401.33,802.66,Completed,2025-06-09
25720,7584,2023-12-27,440,2,133.97,267.94,Pending,
25721,7164,2025-12-28,70,6,272.70,1636.20,Completed,2026-01-01
25722,2072,2023-05-25,341,2,18.56,37.12,Completed,2023-05-26
25723,8488,2026-02-08,268,2,412.49,824.98,Completed,2026-02-11
25724,4540,2026-08-12,13,4,304.54,1218.16,Completed,2026-08-14
25725,2843,2025-04-20,184,3,299.67,899.01,Pending,
25726,4385,2023-01-18,310,5,216.91,1084.55,Pending,
25727,707,2025-10-11,22,3,92.09,276.27,Completed,2025-10-14
25728,9469,2026-01-12,370,2,269.16,538.32,Completed,2026-01-16
25729,5140,2022-12-05,360,1,136.08,136.08,Completed,2022-12-08
25730,4483,2026-04-28,375,3,193.68,581.04,Completed,2026-04-28
25731,7508,2026-03-26,210,5,246.75,1233.75,Completed,2026-03-30
25732,1136,2023-10-19,211,5,386.75,1933.75,Completed,2023-10-23
25733,6530,2025-04-22,408,3,14.17,42.51,Pending,
25734,6063,2024-06-26,301,5,282.48,1412.40,Completed,2024-06-29
25735,2730,2021-10-03,268,6,412.49,2474.94,Pending,
25736,1292,2020-12-11,464,4,116.09,464.36,Completed,2020-12-13
25737,7383,2024-12-22,160,2,123.82,247.64,Pending,
25738,834,2023-06-05,56,6,71.90,431.40,Completed,2023-06-07
25739,5840,2026-06-25,215,3,243.91,731.73,Completed,2026-06-25
25740,1352,2023-12-27,57,4,370.04,1480.16,Completed,2023-12-29
25741,700,2026-08-10,146,4,419.65,1678.60,Completed,2026-08-13
25742,3661,2026-01-04,325,6,77.72,466.32,Completed,2026-01-07
25743,6785,2024-11-21,396,5,324.44,1622.20,Completed,2024-11-22
25744,9615,2024-12-23,344,4,206.92,827.68,Completed,2024-12-27
25745,3001,2024-05-31,174,1,118.75,118.75,Cancelled,
25746,8933,2021-09-22,186,1,212.35,212.35,Cancelled,
25747,165,2026-06-26,305,4,410.35,1641.40,Completed,2026-06-30
25748,5598,2025-08-11,114,6,341.09,2046.54,Cancelled,
25749,8304,2026-04-08,86,1,378.30,378.30,Pending,
25750,3750,2026-07-16,206,6,366.53,2199.18,Completed,2026-07-20
25751,8656,2025-07-12,488,6,94.26,565.56,Completed,2025-07-14
25752,9403,2024-03-18,345,4,220.55,882.20,Pending,
25753,8539,2024-08-24,321,4,126.51,506.04,Completed,2024-08-26
25754,3337,2026-05-30,182,4,314.97,1259.88,Completed,2026-06-02
25755,5241,2025-11-10,170,3,325.43,976.29,Completed,2025-11-10
25756,9627,2024-03-01,286,1,416.73,416.73,Completed,2024-03-05
25757,3050,2026-07-12,249,3,308.98,926.94,Pending,
25758,4625,2024-01-24,79,2,121.80,243.60,Cancelled,
25759,8845,2025-07-16,1,5,374.18,1870.90,Completed,2025-07-20
25760,9125,2026-01-31,340,6,235.32,1411.92,Cancelled,
25761,5662,2024-09-13,304,5,296.78,1483.90,Completed,2024-09-16
25762,1102,2022-05-08,33,6,27.50,165.00,Completed,2022-05-08
25763,299,2026-05-16,407,6,403.47,2420.82,Completed,2026-05-17
25764,5202,2020-12-10,382,5,70.09,350.45,Completed,2020-12-12
25765,2389,2025-01-14,459,1,16.62,16.62,Completed,2025-01-16
25766,3013,2024-10-23,133,6,78.68,472.08,Completed,2024-10-24
25767,5738,2022-04-15,323,1,64.41,64.41,Completed,2022-04-19
25768,1945,2024-06-21,68,5,171.46,857.30,Completed,2024-06-25
25769,4721,2021-03-26,16,2,94.94,189.88,Completed,2021-03-26
25770,8677,2026-01-02,230,6,353.48,2120.88,Completed,2026-01-02
25771,6671,2025-07-18,248,4,192.52,770.08,Completed,2025-07-20
25772,8651,2026-03-14,339,6,108.86,653.16,Cancelled,
25773,1354,2025-03-24,80,3,166.48,499.44,Pending,
25774,1036,2024-10-31,160,2,123.82,247.64,Completed,2024-11-04
25775,5486,2023-12-19,101,3,264.56,793.68,Completed,2023-12-21
25776,3677,2022-04-23,124,5,108.26,541.30,Cancelled,
25777,2371,2021-09-16,467,5,125.52,627.60,Completed,2021-09-19
25778,6066,2025-11-02,160,4,123.82,495.28,Completed,2025-11-03
25779,9681,2022-04-17,126,3,179.66,538.98,Completed,2022-04-18
25780,4300,2025-03-06,308,3,415.07,1245.21,Completed,2025-03-09
25781,4203,2025-06-22,29,5,211.35,1056.75,Completed,2025-06-23
25782,70,2024-05-24,108,3,224.63,673.89,Completed,2024-05-27
25783,2583,2026-07-14,446,1,255.93,255.93,Completed,2026-07-15
25784,8440,2025-01-04,446,1,255.93,255.93,Completed,2025-01-04
25785,3140,2023-03-27,196,1,11.51,11.51,Pending,
25786,2136,2023-03-31,103,2,259.54,519.08,Completed,2023-04-04
25787,682,2026-04-22,68,2,171.46,342.92,Completed,2026-04-22
25788,7747,2025-05-26,124,1,108.26,108.26,Pending,
25789,4613,2026-02-05,428,6,417.66,2505.96,Completed,2026-02-08
25790,924,2026-06-14,427,7,363.79,2546.53,Pending,
25791,5630,2024-02-13,68,3,171.46,514.38,Completed,2024-02-14
25792,3974,2026-07-24,296,3,312.32,936.96,Completed,2026-07-28
25793,2297,2025-07-24,32,1,265.17,265.17,Pending,
25794,6281,2024-12-23,194,3,147.13,441.39,Completed,2024-12-26
25795,8756,2025-01-05,375,3,193.68,581.04,Pending,
25796,2955,2025-01-10,361,5,9.89,49.45,Completed,2025-01-13
25797,2975,2025-12-07,364,5,418.18,2090.90,Completed,2025-12-07
25798,252,2025-10-01,46,8,71.59,572.72,Completed,2025-10-03
25799,8545,2026-01-17,112,1,289.68,289.68,Completed,2026-01-18
25800,8614,2024-02-09,448,5,349.51,1747.55,Completed,2024-02-10
25801,1286,2021-11-01,497,6,159.71,958.26,Completed,2021-11-04
25802,7696,2024-03-06,165,2,283.49,566.98,Completed,2024-03-09
25803,7481,2024-10-02,429,5,278.42,1392.10,Completed,2024-10-06
25804,6336,2026-03-24,181,5,268.67,1343.35,Completed,2026-03-24
25805,5859,2022-12-17,107,1,174.54,174.54,Completed,2022-12-17
25806,8508,2025-03-12,339,6,108.86,653.16,Completed,2025-03-12
25807,7129,2023-01-21,117,4,112.65,450.60,Completed,2023-01-25
25808,3606,2026-07-11,160,1,123.82,123.82,Completed,2026-07-11
25809,1582,2026-07-08,322,3,213.16,639.48,Pending,
25810,996,2023-02-01,238,4,31.85,127.40,Cancelled,
25811,9368,2025-04-01,147,3,122.88,368.64,Completed,2025-04-05
25812,3527,2024-07-09,391,5,416.75,2083.75,Completed,2024-07-11
25813,7655,2024-06-14,111,3,65.39,196.17,Completed,2024-06-16
25814,57,2026-07-22,5,7,135.53,948.71,Completed,2026-07-24
25815,7132,2024-07-23,48,4,306.67,1226.68,Pending,
25816,5878,2023-01-06,366,4,123.02,492.08,Completed,2023-01-07
25817,809,2025-02-24,315,1,241.13,241.13,Completed,2025-02-27
