product_id,product_name,category,price,cost,stock_quantity,reorder_level
458,Quietline Crew Socks,Clothing,140.38,75.81,284,28
459,AeroNest Plant Pot,Home,16.62,11.80,398,29
460,Lumen Foam Roller,Sports,117.06,83.11,252,38
461,Northpeak Face Moisturiser,Beauty,75.89,40.98,455,37
462,Blueharbor Cookbook,Books,202.08,99.02,34,8
463,Sunfield Board Game,Toys,79.17,41.96,215,46
464,Ironleaf Olive Oil,Grocery,116.09,77.78,130,23
465,Coral Bay Laptop Stand,Electronics,190.39,108.52,77,42
466,Maple & Co Trail Shorts,Clothing,116.29,70.94,268,23
467,Redstone Duvet Cover,Home,125.52,52.72,426,12
468,Quietline Jump Rope,Sports,291.58,148.71,26,26
469,AeroNest Shampoo,Beauty,282.04,152.30,399,17
470,Lumen Notebook Set,Books,205.97,113.28,473,26
471,Northpeak Building Blocks,Toys,274.76,186.84,275,11
472,Blueharbor Green Tea Box,Grocery,250.69,152.92,109,39
473,Sunfield Bluetooth Speaker,Electronics,273.18,185.76,194,46
474,Ironleaf Wool Sweater,Clothing,261.56,136.01,151,15
475,Coral Bay Cutlery Set,Home,80.17,46.50,60,47
476,Maple & Co Soccer Ball,Sports,85.46,58.97,339,14
477,Redstone Nail Kit,Beauty,125.92,75.55,322,34
478,Quietline Science Magazine,Books,356.79,246.19,376,10
479,AeroNest STEM Robot Kit,Toys,39.99,16.80,63,50
480,Lumen Nut Mix,Grocery,293.28,161.30,409,34
481,Northpeak Wireless Headphones,Electronics,128.28,85.95,202,8
482,Blueharbor Denim Jeans,Clothing,349.63,202.79,9,9
483,Sunfield Desk Lamp,Home,251.76,130.92,87,33
484,Ironleaf Dumbbell Pair,Sports,47.59,23.80,358,31
485,Coral Bay Body Wash,Beauty,243.62,121.81,137,43
486,Maple & Co Kids Picture Book,Books,91.47,55.80,405,35
487,Redstone Action Figure,Toys,167.95,117.56,281,42
488,Quietline Honey Jar,Grocery,94.26,53.73,49,30
489,AeroNest Smart Watch,Electronics,267.77,120.50,480,38
490,Lumen Cap,Clothing,281.60,185.86,204,24
491,Northpeak Ceramic Mug,Home,406.59,207.36,353,8
492,Blueharbor Resistance Bands,Sports,229.65,110.23,412,44
493,Sunfield Hair Serum,Beauty,177.80,92.46,379,9
494,Ironleaf Colouring Book,Books,380.80,209.44,296,52
495,Coral Bay RC Car,Toys,21.50,14.19,448,25
496,Maple & Co Dark Chocolate,Grocery,86.60,38.10,222,6
497,Redstone Webcam,Electronics,159.71,100.62,258,24
498,Quietline Crew Socks,Clothing,32.19,22.21,417,39
499,AeroNest Plant Pot,Home,317.66,162.01,180,44
500,Lumen Foam Roller,Sports,158.40,102.96,234,32
491,Northpeak Ceramic Mug,Home,406.59,207.36,353,8
492,Blueharbor Resistance Bands,Sports,229.65,110.23,412,44
493,Sunfield Hair Serum,Beauty,177.80,92.46,379,9
494,Ironleaf Colouring Book,Books,380.80,209.44,296,52
495,Coral Bay RC Car,Toys,21.50,14.19,448,25
